subject,roi_file,contrast,activity,numvox
s26,CA23DG_body_R,EmoR-SC,1.3024,151
s26,CA23DG_body_R,EmoR-SI,1.4546,151
s26,CA23DG_body_R,EmoK,1.0476,151
s26,CA23DG_body_R,EmoM,0.23983,151
s26,CA23DG_body_R,NeuR-SC,2.7715,151
s26,CA23DG_body_R,NeuR-SI,0.1416,151
s26,CA23DG_body_R,NeuK,0.97863,151
s26,CA23DG_body_R,NeuM,4.7392,151
s27,CA23DG_body_R,ALL,0.51478,152
s27,CA23DG_body_R,EmoR-SC,0.072949,152
s27,CA23DG_body_R,EmoR-SI,-1.6295,152
s27,CA23DG_body_R,EmoK,1.8253,152
s27,CA23DG_body_R,EmoM,0.86172,152
s27,CA23DG_body_R,NeuR-SC,1.6077,152
s27,CA23DG_body_R,NeuR-SI,1.0094,152
s27,CA23DG_body_R,NeuK,-0.21642,152
s27,CA23DG_body_R,NeuM,0.44017,152
s28,CA23DG_body_R,ALL,0.21662,132
s28,CA23DG_body_R,EmoR-SC,0.076222,132
s28,CA23DG_body_R,EmoR-SI,-0.077036,132
s28,CA23DG_body_R,EmoK,0.47016,132
s28,CA23DG_body_R,EmoM,0.81962,132
s28,CA23DG_body_R,NeuR-SC,-0.14819,132
s28,CA23DG_body_R,NeuR-SI,-0.25237,132
s28,CA23DG_body_R,NeuK,0.87095,132
s28,CA23DG_body_R,NeuM,-0.074971,132
s04,subiculum_body_R,ALL,4.1251,41
s04,subiculum_body_R,EmoR-SC,8.2716,41
s04,subiculum_body_R,EmoR-SI,0.53198,41
s04,subiculum_body_R,EmoK,4.5284,41
s04,subiculum_body_R,EmoM,5.6531,41
s04,subiculum_body_R,NeuR-SC,0.17465,41
s04,subiculum_body_R,NeuR-SI,5.2621,41
s04,subiculum_body_R,NeuK,0.93686,41
s04,subiculum_body_R,NeuM,7.6419,41
s05,subiculum_body_R,ALL,1.3901,39
s05,subiculum_body_R,EmoR-SC,-0.17386,39
s05,subiculum_body_R,EmoR-SI,1.5524,39
s05,subiculum_body_R,EmoK,0.96092,39
s05,subiculum_body_R,EmoM,5.5176,39
s05,subiculum_body_R,NeuR-SC,-0.24068,39
s05,subiculum_body_R,NeuR-SI,1.3835,39
s05,subiculum_body_R,NeuK,2.052,39
s05,subiculum_body_R,NeuM,3.5364,39
s06,subiculum_body_R,ALL,1.715,37
s06,subiculum_body_R,EmoR-SC,-1.0993,37
s06,subiculum_body_R,EmoR-SI,2.7682,37
s06,subiculum_body_R,EmoK,0.40986,37
s06,subiculum_body_R,EmoM,2.0822,37
s06,subiculum_body_R,NeuR-SC,1.1749,37
s06,subiculum_body_R,NeuR-SI,4.8637,37
s06,subiculum_body_R,NeuK,0.3355,37
s06,subiculum_body_R,NeuM,4.6549,37
s07,subiculum_body_R,ALL,0.81229,56
s07,subiculum_body_R,EmoR-SC,1.9494,56
s07,subiculum_body_R,EmoR-SI,1.0673,56
s07,subiculum_body_R,EmoK,-0.32906,56
s07,subiculum_body_R,EmoM,3.5172,56
s07,subiculum_body_R,NeuR-SC,0.54624,56
s07,subiculum_body_R,NeuR-SI,1.227,56
s07,subiculum_body_R,NeuK,-1.5021,56
s07,subiculum_body_R,NeuM,0.69459,56
s08,subiculum_body_R,ALL,4.9408,43
s08,subiculum_body_R,EmoR-SC,3.7919,43
s08,subiculum_body_R,EmoR-SI,5.6215,43
s08,subiculum_body_R,EmoK,6.1154,43
s08,subiculum_body_R,EmoM,8.0273,43
s08,subiculum_body_R,NeuR-SC,4.9719,43
s08,subiculum_body_R,NeuR-SI,4.65,43
s08,subiculum_body_R,NeuK,3.1536,43
s08,subiculum_body_R,NeuM,3.1948,43
s09,subiculum_body_R,ALL,-0.2155,46
s09,subiculum_body_R,EmoR-SC,-0.87843,46
s09,subiculum_body_R,EmoR-SI,-1.6275,46
s09,subiculum_body_R,EmoK,0.64972,46
s09,subiculum_body_R,EmoM,-0.13886,46
s09,subiculum_body_R,NeuR-SC,0.23223,46
s09,subiculum_body_R,NeuR-SI,-0.39941,46
s09,subiculum_body_R,NeuK,0.58538,46
s09,subiculum_body_R,NeuM,-0.40028,46
s10,subiculum_body_R,ALL,0.1467,47
s10,subiculum_body_R,EmoR-SC,-1.4785,47
s10,subiculum_body_R,EmoR-SI,-1.8554,47
s10,subiculum_body_R,EmoK,0.72594,47
s10,subiculum_body_R,EmoM,-1.3486,47
s10,subiculum_body_R,NeuR-SC,1.0313,47
s10,subiculum_body_R,NeuR-SI,2.4397,47
s10,subiculum_body_R,NeuK,-0.34892,47
s10,subiculum_body_R,NeuM,2.098,47
s11,subiculum_body_R,ALL,0.0053074,38
s11,subiculum_body_R,EmoR-SC,-0.53126,38
s11,subiculum_body_R,EmoR-SI,-0.74824,38
s11,subiculum_body_R,EmoK,0.067542,38
s11,subiculum_body_R,EmoM,0.88174,38
s11,subiculum_body_R,NeuR-SC,-0.87976,38
s11,subiculum_body_R,NeuR-SI,0.71941,38
s11,subiculum_body_R,NeuK,0.21422,38
s11,subiculum_body_R,NeuM,0.3815,38
s13,subiculum_body_R,ALL,1.5383,36
s13,subiculum_body_R,EmoR-SC,2.7482,36
s13,subiculum_body_R,EmoR-SI,4.0401,36
s13,subiculum_body_R,EmoK,0.47328,36
s13,subiculum_body_R,EmoM,12.1944,36
s13,subiculum_body_R,NeuR-SC,3.0841,36
s13,subiculum_body_R,NeuR-SI,-2.4247,36
s13,subiculum_body_R,NeuK,-0.98699,36
s13,subiculum_body_R,NeuM,1.3269,36
s14,subiculum_body_R,ALL,0.4664,48
s14,subiculum_body_R,EmoR-SC,0.24981,48
s14,subiculum_body_R,EmoR-SI,2.0047,48
s14,subiculum_body_R,EmoK,1.9738,48
s14,subiculum_body_R,EmoM,-4.8777,48
s14,subiculum_body_R,NeuR-SC,2.9242,48
s14,subiculum_body_R,NeuR-SI,-0.19428,48
s14,subiculum_body_R,NeuK,0.76914,48
s14,subiculum_body_R,NeuM,-0.89994,48
s16,subiculum_body_R,ALL,0.6546,61
s16,subiculum_body_R,EmoR-SC,2.0243,61
s16,subiculum_body_R,EmoR-SI,-0.48825,61
s16,subiculum_body_R,EmoK,1.924,61
s16,subiculum_body_R,EmoM,-4.6153,61
s16,subiculum_body_R,NeuR-SC,1.3576,61
s16,subiculum_body_R,NeuR-SI,2.519,61
s16,subiculum_body_R,NeuK,1.0617,61
s16,subiculum_body_R,NeuM,-1.2606,61
s17,subiculum_body_R,ALL,0.93606,35
s17,subiculum_body_R,EmoR-SC,0.78085,35
s17,subiculum_body_R,EmoR-SI,1.2279,35
s17,subiculum_body_R,EmoK,-0.17748,35
s17,subiculum_body_R,EmoM,2.6139,35
s17,subiculum_body_R,NeuR-SC,1.3432,35
s17,subiculum_body_R,NeuR-SI,0.34391,35
s17,subiculum_body_R,NeuK,1.4481,35
s17,subiculum_body_R,NeuM,-0.075784,35
s18,subiculum_body_R,ALL,1.0717,45
s18,subiculum_body_R,EmoR-SC,1.5762,45
s18,subiculum_body_R,EmoR-SI,1.0118,45
s18,subiculum_body_R,EmoK,0.60094,45
s18,subiculum_body_R,EmoM,-1.0841,45
s18,subiculum_body_R,NeuR-SC,0.78815,45
s18,subiculum_body_R,NeuR-SI,1.4401,45
s18,subiculum_body_R,NeuK,1.7294,45
s18,subiculum_body_R,NeuM,2.3676,45
s19,subiculum_body_R,ALL,-0.2774,29
s19,subiculum_body_R,EmoR-SC,2.2615,29
s19,subiculum_body_R,EmoR-SI,0.0035045,29
s19,subiculum_body_R,EmoK,-1.0926,29
s19,subiculum_body_R,EmoM,-0.81897,29
s19,subiculum_body_R,NeuR-SC,2.3867,29
s19,subiculum_body_R,NeuR-SI,-5.6095,29
s19,subiculum_body_R,NeuK,-0.27019,29
s19,subiculum_body_R,NeuM,0.83012,29
s20,subiculum_body_R,ALL,-1.6757,35
s20,subiculum_body_R,EmoR-SC,1.6033,35
s20,subiculum_body_R,EmoR-SI,-3.2792,35
s20,subiculum_body_R,EmoK,-3.2932,35
s20,subiculum_body_R,EmoM,-4.3127,35
s20,subiculum_body_R,NeuR-SC,-4.352,35
s20,subiculum_body_R,NeuR-SI,1.0976,35
s20,subiculum_body_R,NeuK,-2.3375,35
s20,subiculum_body_R,NeuM,2.023,35
s21,subiculum_body_R,ALL,-0.57572,44
s21,subiculum_body_R,EmoR-SC,0.19754,44
s21,subiculum_body_R,EmoR-SI,-0.53765,44
s21,subiculum_body_R,EmoK,1.0854,44
s21,subiculum_body_R,EmoK,1.0854,44
s21,subiculum_body_R,NeuR-SC,-2.3548,44
s21,subiculum_body_R,NeuR-SI,-1.502,44
s21,subiculum_body_R,NeuK,-1.2164,44
s21,subiculum_body_R,NeuM,4.666,44
s22,subiculum_body_R,ALL,-0.26615,48
s22,subiculum_body_R,EmoR-SC,-0.66578,48
s22,subiculum_body_R,EmoR-SI,-2.9464,48
s22,subiculum_body_R,EmoK,-0.28391,48
s22,subiculum_body_R,EmoM,-0.16191,48
s22,subiculum_body_R,NeuR-SC,-1.2509,48
s22,subiculum_body_R,NeuR-SI,0.039197,48
s22,subiculum_body_R,NeuK,2.7034,48
s22,subiculum_body_R,NeuM,0.39213,48
s23,subiculum_body_R,ALL,0.52814,56
s23,subiculum_body_R,EmoR-SC,2.7493,56
s23,subiculum_body_R,EmoR-SI,2.1595,56
s23,subiculum_body_R,EmoK,-0.61145,56
s23,subiculum_body_R,EmoM,-1.1385,56
s23,subiculum_body_R,NeuR-SC,1.2893,56
s23,subiculum_body_R,NeuR-SI,0.78411,56
s23,subiculum_body_R,NeuK,0.87546,56
s23,subiculum_body_R,NeuM,-2.698,56
s25,subiculum_body_R,ALL,-1.1965,46
s25,subiculum_body_R,EmoR-SC,-0.22602,46
s25,subiculum_body_R,EmoR-SI,-0.84282,46
s25,subiculum_body_R,EmoK,-0.32256,46
s25,subiculum_body_R,EmoM,-5.0748,46
s25,subiculum_body_R,NeuR-SC,-2.0175,46
s25,subiculum_body_R,NeuR-SI,-1.56,46
s25,subiculum_body_R,NeuK,0.45972,46
s25,subiculum_body_R,NeuM,-3.3893,46
s26,subiculum_body_R,ALL,2.1902,44
s26,subiculum_body_R,EmoR-SC,1.3979,44
s26,subiculum_body_R,EmoR-SI,1.1149,44
s26,subiculum_body_R,EmoK,3.4131,44
s26,subiculum_body_R,EmoM,0.77285,44
s26,subiculum_body_R,NeuR-SC,4.893,44
s26,subiculum_body_R,NeuR-SI,2.1399,44
s26,subiculum_body_R,NeuK,1.7188,44
s26,subiculum_body_R,NeuM,2.0471,44
s27,subiculum_body_R,ALL,-1.1439,57
s27,subiculum_body_R,EmoR-SC,0.45386,57
s27,subiculum_body_R,EmoR-SI,-4.0856,57
s27,subiculum_body_R,EmoK,-0.2696,57
s27,subiculum_body_R,EmoM,-1.7748,57
s27,subiculum_body_R,NeuR-SC,1.0026,57
s27,subiculum_body_R,NeuR-SI,-1.5095,57
s27,subiculum_body_R,NeuK,-3.6073,57
s27,subiculum_body_R,NeuM,0.91521,57
s28,subiculum_body_R,ALL,0.81803,55
s28,subiculum_body_R,EmoR-SC,1.9626,55
s28,subiculum_body_R,EmoR-SI,1.5469,55
s28,subiculum_body_R,EmoK,-0.21128,55
s28,subiculum_body_R,EmoM,1.2308,55
s28,subiculum_body_R,NeuR-SC,-0.91461,55
s28,subiculum_body_R,NeuR-SI,0.37665,55
s28,subiculum_body_R,NeuK,1.0448,55
s28,subiculum_body_R,NeuM,1.6466,55
s04,wHipp_body_R,ALL,0.53409,351
s04,wHipp_body_R,EmoR-SC,2.3262,351
s04,wHipp_body_R,EmoR-SI,0.46805,351
s04,wHipp_body_R,EmoK,0.73691,351
s04,wHipp_body_R,EmoM,0.34834,351
s04,wHipp_body_R,NeuR-SC,0.61464,351
s04,wHipp_body_R,NeuR-SI,-0.44084,351
s04,wHipp_body_R,NeuK,0.1825,351
s04,wHipp_body_R,NeuM,0.036935,351
s05,wHipp_body_R,ALL,1.2492,416
s05,wHipp_body_R,EmoR-SC,1.2877,416
s05,wHipp_body_R,EmoR-SI,0.72477,416
s05,wHipp_body_R,EmoK,0.94688,416
s05,wHipp_body_R,EmoM,3.2643,416
s05,wHipp_body_R,NeuR-SC,1.6816,416
s05,wHipp_body_R,NeuR-SI,1.1539,416
s05,wHipp_body_R,NeuK,0.70817,416
s05,wHipp_body_R,NeuM,1.7299,416
s06,wHipp_body_R,ALL,0.36078,317
s06,wHipp_body_R,EmoR-SC,0.27825,317
s06,wHipp_body_R,EmoR-SI,1.1711,317
s06,wHipp_body_R,EmoK,0.11104,317
s06,wHipp_body_R,EmoM,-0.67526,317
s06,wHipp_body_R,NeuR-SC,0.54065,317
s06,wHipp_body_R,NeuR-SI,0.92166,317
s06,wHipp_body_R,NeuK,0.059625,317
s06,wHipp_body_R,NeuM,0.59763,317
s07,wHipp_body_R,ALL,0.81222,401
s07,wHipp_body_R,EmoR-SC,1.6708,401
s07,wHipp_body_R,EmoR-SI,0.53659,401
s07,wHipp_body_R,EmoK,1.0702,401
s07,wHipp_body_R,EmoM,2.1961,401
s07,wHipp_body_R,NeuR-SC,0.46927,401
s07,wHipp_body_R,NeuR-SI,-0.19352,401
s07,wHipp_body_R,NeuK,0.21198,401
s07,wHipp_body_R,NeuM,1.1548,401
s08,wHipp_body_R,ALL,1.1339,340
s08,wHipp_body_R,EmoR-SC,1.5559,340
s08,wHipp_body_R,EmoR-SI,0.65889,340
s08,wHipp_body_R,EmoK,0.71212,340
s08,wHipp_body_R,EmoM,1.3235,340
s08,wHipp_body_R,NeuR-SC,1.1695,340
s08,wHipp_body_R,NeuR-SI,1.0822,340
s08,wHipp_body_R,NeuK,2.6144,340
s08,wHipp_body_R,NeuM,-0.045573,340
s09,wHipp_body_R,ALL,0.20413,359
s09,wHipp_body_R,EmoR-SC,0.1947,359
s09,wHipp_body_R,EmoR-SI,-0.75821,359
s09,wHipp_body_R,EmoK,1.3279,359
s09,wHipp_body_R,EmoM,-0.22563,359
s09,wHipp_body_R,NeuR-SC,0.19295,359
s09,wHipp_body_R,NeuR-SI,1.5342,359
s09,wHipp_body_R,NeuK,-0.50549,359
s09,wHipp_body_R,NeuM,-0.13779,359
s10,wHipp_body_R,ALL,1.1811,376
s10,wHipp_body_R,EmoR-SC,0.68563,376
s10,wHipp_body_R,EmoR-SI,0.56289,376
s10,wHipp_body_R,EmoK,1.1495,376
s10,wHipp_body_R,EmoM,0.48797,376
s10,wHipp_body_R,NeuR-SC,0.96042,376
s10,wHipp_body_R,NeuR-SI,1.4937,376
s10,wHipp_body_R,NeuK,0.91152,376
s10,wHipp_body_R,NeuM,3.4018,376
s11,wHipp_body_R,ALL,0.32648,378
s11,wHipp_body_R,EmoR-SC,1.5729,378
s11,wHipp_body_R,EmoR-SI,0.33805,378
s11,wHipp_body_R,EmoK,-0.38843,378
s11,wHipp_body_R,EmoM,-0.032978,378
s11,wHipp_body_R,NeuR-SC,-0.10605,378
s11,wHipp_body_R,NeuR-SI,-0.11582,378
s11,wHipp_body_R,NeuK,0.71702,378
s11,wHipp_body_R,NeuM,0.68719,378
s13,wHipp_body_R,ALL,2.3675,312
s13,wHipp_body_R,EmoR-SC,1.876,312
s13,wHipp_body_R,EmoR-SI,2.2189,312
s13,wHipp_body_R,EmoK,2.1541,312
s13,wHipp_body_R,EmoM,7.6343,312
s13,wHipp_body_R,NeuR-SC,3.012,312
s13,wHipp_body_R,NeuR-SI,1.3784,312
s13,wHipp_body_R,NeuK,2.535,312
s13,wHipp_body_R,NeuM,2.3498,312
s14,wHipp_body_R,ALL,-0.036952,402
s14,wHipp_body_R,EmoR-SC,0.029181,402
s14,wHipp_body_R,EmoR-SI,0.34988,402
s14,wHipp_body_R,EmoK,0.81618,402
s14,wHipp_body_R,EmoM,-1.509,402
s14,wHipp_body_R,NeuR-SC,1.4357,402
s14,wHipp_body_R,NeuR-SI,-0.00077509,402
s14,wHipp_body_R,NeuK,0.20642,402
s14,wHipp_body_R,NeuM,-2.1139,402
s16,wHipp_body_R,ALL,0.41653,478
s16,wHipp_body_R,EmoR-SC,0.37774,478
s16,wHipp_body_R,EmoR-SI,1.5178,478
s16,wHipp_body_R,EmoK,1.1686,478
s16,wHipp_body_R,EmoM,-1.3912,478
s16,wHipp_body_R,NeuR-SC,1.2439,478
s16,wHipp_body_R,NeuR-SI,0.23488,478
s16,wHipp_body_R,NeuK,0.0072066,478
s16,wHipp_body_R,NeuM,-1.2751,478
s17,wHipp_body_R,ALL,-0.38094,366
s17,wHipp_body_R,EmoR-SC,0.14168,366
s17,wHipp_body_R,EmoR-SI,-0.39781,366
s17,wHipp_body_R,EmoK,-0.88826,366
s17,wHipp_body_R,EmoM,0.091266,366
s17,wHipp_body_R,NeuR-SC,-0.23151,366
s17,wHipp_body_R,NeuR-SI,-0.41149,366
s17,wHipp_body_R,NeuK,-0.23432,366
s17,wHipp_body_R,NeuM,-0.91797,366
s18,wHipp_body_R,ALL,1.031,418
s18,wHipp_body_R,EmoR-SC,1.6179,418
s18,wHipp_body_R,EmoR-SI,0.95801,418
s18,wHipp_body_R,EmoK,0.79516,418
s18,wHipp_body_R,EmoM,0.51733,418
s18,wHipp_body_R,NeuR-SC,0.94975,418
s18,wHipp_body_R,NeuR-SI,1.1964,418
s18,wHipp_body_R,NeuK,0.97342,418
s18,wHipp_body_R,NeuM,1.1787,418
s19,wHipp_body_R,ALL,0.038094,353
s19,wHipp_body_R,EmoR-SC,0.79245,353
s19,wHipp_body_R,EmoR-SI,-0.088404,353
s19,wHipp_body_R,EmoK,0.5742,353
s19,wHipp_body_R,EmoM,-0.066705,353
s19,wHipp_body_R,NeuR-SC,0.56154,353
s19,wHipp_body_R,NeuR-SI,-1.7231,353
s19,wHipp_body_R,NeuK,0.27734,353
s19,wHipp_body_R,NeuM,-0.040015,353
s20,wHipp_body_R,ALL,-0.56119,343
s20,wHipp_body_R,EmoR-SC,1.0923,343
s20,wHipp_body_R,EmoR-SI,-1.1054,343
s20,wHipp_body_R,EmoK,-1.1954,343
s20,wHipp_body_R,EmoM,-2.0498,343
s20,wHipp_body_R,NeuR-SC,-1.3533,343
s20,wHipp_body_R,NeuR-SI,-0.56259,343
s20,wHipp_body_R,NeuK,-0.50213,343
s20,wHipp_body_R,NeuM,1.1865,343
s21,wHipp_body_R,ALL,-0.10028,353
s21,wHipp_body_R,EmoR-SC,0.87649,353
s21,wHipp_body_R,EmoR-SI,-0.01673,353
s21,wHipp_body_R,EmoK,0.31062,353
s21,wHipp_body_R,EmoK,0.31062,353
s21,wHipp_body_R,NeuR-SC,-0.99529,353
s21,wHipp_body_R,NeuR-SI,-0.83332,353
s21,wHipp_body_R,NeuK,-0.21796,353
s21,wHipp_body_R,NeuM,1.5468,353
s22,wHipp_body_R,ALL,0.013918,400
s22,wHipp_body_R,EmoR-SC,0.70058,400
s22,wHipp_body_R,EmoR-SI,-1.0418,400
s22,wHipp_body_R,EmoK,0.85728,400
s22,wHipp_body_R,EmoM,-1.1136,400
s22,wHipp_body_R,NeuR-SC,-1.0015,400
s22,wHipp_body_R,NeuR-SI,0.48744,400
s22,wHipp_body_R,NeuK,0.53054,400
s22,wHipp_body_R,NeuM,0.49304,400
s23,wHipp_body_R,ALL,0.62758,396
s23,wHipp_body_R,EmoR-SC,2.7134,396
s23,wHipp_body_R,EmoR-SI,0.08175,396
s23,wHipp_body_R,EmoK,1.9397,396
s23,wHipp_body_R,EmoM,-0.94923,396
s23,wHipp_body_R,NeuR-SC,1.3027,396
s23,wHipp_body_R,NeuR-SI,-0.32763,396
s23,wHipp_body_R,NeuK,0.60357,396
s23,wHipp_body_R,NeuM,-0.85324,396
s25,wHipp_body_R,ALL,0.19793,468
s25,wHipp_body_R,EmoR-SC,0.35798,468
s25,wHipp_body_R,EmoR-SI,0.57181,468
s25,wHipp_body_R,EmoK,-0.033264,468
s25,wHipp_body_R,EmoM,-1.3233,468
s25,wHipp_body_R,NeuR-SC,0.53544,468
s25,wHipp_body_R,NeuR-SI,0.048147,468
s25,wHipp_body_R,NeuK,0.68966,468
s25,wHipp_body_R,NeuM,-0.46663,468
s26,wHipp_body_R,ALL,1.1317,369
s26,wHipp_body_R,EmoR-SC,0.74769,369
s26,wHipp_body_R,EmoR-SI,0.65208,369
s26,wHipp_body_R,EmoK,0.69514,369
s26,wHipp_body_R,EmoM,0.23629,369
s26,wHipp_body_R,NeuR-SC,1.9964,369
s26,wHipp_body_R,NeuR-SI,0.97171,369
s26,wHipp_body_R,NeuK,0.60999,369
s26,wHipp_body_R,NeuM,3.547,369
s27,wHipp_body_R,ALL,-0.071651,383
s27,wHipp_body_R,EmoR-SC,-0.028733,383
s27,wHipp_body_R,EmoR-SI,-1.8701,383
s27,wHipp_body_R,EmoK,0.3728,383
s27,wHipp_body_R,EmoM,0.46664,383
s27,wHipp_body_R,NeuR-SC,1.1916,383
s27,wHipp_body_R,NeuR-SI,0.042831,383
s27,wHipp_body_R,NeuK,-1.165,383
s27,wHipp_body_R,NeuM,0.38767,383
s28,wHipp_body_R,ALL,0.21733,387
s28,wHipp_body_R,EmoR-SC,0.21828,387
s28,wHipp_body_R,EmoR-SI,0.07885,387
s28,wHipp_body_R,EmoK,-0.39419,387
s28,wHipp_body_R,EmoM,0.96065,387
s28,wHipp_body_R,NeuR-SC,-0.1922,387
s28,wHipp_body_R,NeuR-SI,0.051962,387
s28,wHipp_body_R,NeuK,0.59189,387
s28,wHipp_body_R,NeuM,0.46466,387
s04,wHipp_tail_R,ALL,2.5025,22
s04,wHipp_tail_R,EmoR-SC,8.3379,22
s04,wHipp_tail_R,EmoR-SI,1.2367,22
s04,wHipp_tail_R,EmoK,2.4852,22
s04,wHipp_tail_R,EmoM,1.1767,22
s04,wHipp_tail_R,NeuR-SC,4.6817,22
s04,wHipp_tail_R,NeuR-SI,0.58985,22
s04,wHipp_tail_R,NeuK,1.822,22
s04,wHipp_tail_R,NeuM,-0.31007,22
s05,wHipp_tail_R,ALL,1.1636,28
s05,wHipp_tail_R,EmoR-SC,3.5494,28
s05,wHipp_tail_R,EmoR-SI,1.4243,28
s05,wHipp_tail_R,EmoK,1.4568,28
s05,wHipp_tail_R,EmoM,-1.4206,28
s05,wHipp_tail_R,NeuR-SC,0.69349,28
s05,wHipp_tail_R,NeuR-SI,2.5655,28
s05,wHipp_tail_R,NeuK,-0.067636,28
s05,wHipp_tail_R,NeuM,-1.5051,28
s06,wHipp_tail_R,ALL,-0.97086,2
s06,wHipp_tail_R,EmoR-SC,-5.0654,2
s06,wHipp_tail_R,EmoR-SI,5.6783,2
s06,wHipp_tail_R,EmoK,0.14364,2
s06,wHipp_tail_R,EmoM,-8.3269,2
s06,wHipp_tail_R,NeuR-SC,3.5437,2
s06,wHipp_tail_R,NeuR-SI,-0.24369,2
s06,wHipp_tail_R,NeuK,-2.6841,2
s06,wHipp_tail_R,NeuM,-0.65381,2
s07,wHipp_tail_R,ALL,0.16366,90
s07,wHipp_tail_R,EmoR-SC,0.45538,90
s07,wHipp_tail_R,EmoR-SI,1.1501,90
s07,wHipp_tail_R,EmoK,-0.88874,90
s07,wHipp_tail_R,EmoM,-1.7054,90
s07,wHipp_tail_R,NeuR-SC,0.75134,90
s07,wHipp_tail_R,NeuR-SI,-0.49919,90
s07,wHipp_tail_R,NeuK,0.27285,90
s07,wHipp_tail_R,NeuM,1.38,90
s08,wHipp_tail_R,ALL,1.9933,24
s08,wHipp_tail_R,EmoR-SC,0.87131,24
s08,wHipp_tail_R,EmoR-SI,1.6178,24
s08,wHipp_tail_R,EmoK,3.5694,24
s08,wHipp_tail_R,EmoM,2.635,24
s08,wHipp_tail_R,NeuR-SC,3.0472,24
s08,wHipp_tail_R,NeuR-SI,2.3565,24
s08,wHipp_tail_R,NeuK,-0.68049,24
s08,wHipp_tail_R,NeuM,2.5299,24
s09,wHipp_tail_R,ALL,-0.50239,29
s09,wHipp_tail_R,EmoR-SC,-1.1899,29
s09,wHipp_tail_R,EmoR-SI,-2.8443,29
s09,wHipp_tail_R,EmoK,-1.1613,29
s09,wHipp_tail_R,EmoM,-0.52294,29
s09,wHipp_tail_R,NeuR-SC,-0.18155,29
s09,wHipp_tail_R,NeuR-SI,4.6747,29
s09,wHipp_tail_R,NeuK,-1.2004,29
s09,wHipp_tail_R,NeuM,-1.1243,29
s10,wHipp_tail_R,ALL,0.81065,8
s10,wHipp_tail_R,EmoR-SC,0.53308,8
s10,wHipp_tail_R,EmoR-SI,1.5099,8
s10,wHipp_tail_R,EmoK,1.7316,8
s10,wHipp_tail_R,EmoM,-2.8122,8
s10,wHipp_tail_R,NeuR-SC,3.2108,8
s10,wHipp_tail_R,NeuR-SI,-2.6589,8
s10,wHipp_tail_R,NeuK,-0.16654,8
s10,wHipp_tail_R,NeuM,5.267,8
s11,wHipp_tail_R,ALL,1.3009,19
s11,wHipp_tail_R,EmoR-SC,3.928,19
s11,wHipp_tail_R,EmoR-SI,0.57743,19
s11,wHipp_tail_R,EmoK,1.1479,19
s11,wHipp_tail_R,EmoM,1.2468,19
s11,wHipp_tail_R,NeuR-SC,-0.25117,19
s11,wHipp_tail_R,NeuR-SI,2.9152,19
s11,wHipp_tail_R,NeuK,2.1544,19
s11,wHipp_tail_R,NeuM,-1.8336,19
s13,wHipp_tail_R,ALL,0.072947,25
s13,wHipp_tail_R,EmoR-SC,0.30688,25
s13,wHipp_tail_R,EmoR-SI,1.5206,25
s13,wHipp_tail_R,EmoK,1.9863,25
s13,wHipp_tail_R,EmoM,6.0263,25
s13,wHipp_tail_R,NeuR-SC,0.74159,25
s13,wHipp_tail_R,NeuR-SI,0.89959,25
s13,wHipp_tail_R,NeuK,-2.7646,25
s13,wHipp_tail_R,NeuM,-4.5876,25
s14,wHipp_tail_R,ALL,0.21945,72
s14,wHipp_tail_R,EmoR-SC,0.3229,72
s14,wHipp_tail_R,EmoR-SI,0.4354,72
s14,wHipp_tail_R,EmoK,0.64725,72
s14,wHipp_tail_R,EmoM,0.90212,72
s14,wHipp_tail_R,NeuR-SC,1.1164,72
s14,wHipp_tail_R,NeuR-SI,0.45366,72
s14,wHipp_tail_R,NeuK,-1.1304,72
s14,wHipp_tail_R,NeuM,-0.76413,72
s16,wHipp_tail_R,ALL,-0.64137,48
s16,wHipp_tail_R,EmoR-SC,-0.68861,48
s16,wHipp_tail_R,EmoR-SI,-1.3006,48
s16,wHipp_tail_R,EmoK,-2.0466,48
s16,wHipp_tail_R,EmoM,-4.1713,48
s16,wHipp_tail_R,NeuR-SC,0.80945,48
s16,wHipp_tail_R,NeuR-SI,0.044606,48
s16,wHipp_tail_R,NeuK,-0.55908,48
s16,wHipp_tail_R,NeuM,3.8506,48
s17,wHipp_tail_R,ALL,-0.26744,60
s17,wHipp_tail_R,EmoR-SC,-1.6728,60
s17,wHipp_tail_R,EmoR-SI,0.31438,60
s17,wHipp_tail_R,EmoK,-0.16701,60
s17,wHipp_tail_R,EmoM,0.46429,60
s17,wHipp_tail_R,NeuR-SC,0.28378,60
s17,wHipp_tail_R,NeuR-SI,-0.38249,60
s17,wHipp_tail_R,NeuK,0.22432,60
s17,wHipp_tail_R,NeuM,-1.5805,60
s18,wHipp_tail_R,ALL,0.62182,69
s18,wHipp_tail_R,EmoR-SC,-0.095287,69
s18,wHipp_tail_R,EmoR-SI,0.22182,69
s18,wHipp_tail_R,EmoK,2.0528,69
s18,wHipp_tail_R,EmoM,2.3348,69
s18,wHipp_tail_R,NeuR-SC,0.17301,69
s18,wHipp_tail_R,NeuR-SI,1.5882,69
s18,wHipp_tail_R,NeuK,-0.24569,69
s18,wHipp_tail_R,NeuM,-1.0478,69
s19,wHipp_tail_R,ALL,NaN,0
s19,wHipp_tail_R,EmoR-SC,NaN,0
s19,wHipp_tail_R,EmoR-SI,NaN,0
